name,city,state,naics,ammonia_lb,program_level,accidents,recent_accidents,submissions,rmp_id,url,lat,lon,validated,validation_note,account
"Smithfield Fresh Meats Corp. - Monmouth, IL",Monmouth,IL,31161,52135,3,0,0,11,100000079023,http://www.smithfieldfoods.com,40.928377,-090.641269,True,,United Global Foods
"Smithfield Fresh Meats Corp. - Crete, NE",Crete,NE,31161,150000,3,0,0,13,100000088754,www.smithfield.com,40.579722,-096.964722,True,,United Global Foods
"Smithfield Fresh Meats Corp. - Milan, Missouri",Milan,MO,31161,108000,3,0,0,13,100000088843,www.smithfield.com,40.218240,-093.118800,True,,United Global Foods
"UNFI Distribution Company, LLC - Pittsburgh",New Stanton,PA,49312,33000,3,0,0,6,100000067447,www.unfi.com,40.210163,-079.613084,True,,United Natural Foods Inc.
Hopkins Distribution Co. LLC(Freezer Facility),Hopkins,MN,49312,27000,3,0,0,7,100000105799,,44.92215,-093.399437,True,,United Natural Foods Inc.
"Associated Grocers of Florida, Inc. - Pompano",Pompano Beach,FL,49312,10500,3,2,0,6,100000108965,www.unfi.com,26.216460,-80.143122,True,,United Natural Foods Inc.
Hopkins Distribution Co. LLC (Perishable Facility),Hopkins,MN,49312,21864,3,0,0,7,100000154619,,44.91872,-93.40990,True,,United Natural Foods Inc.
UNFI - Quincy Perishables Distribution Center,Quincy,FL,49312,12000,3,0,0,4,100000204548,www.unfi.com,30.5852777,-084.593888,True,,United Natural Foods Inc.
"UNFI Distribution Company, LLC - Indianola",Indianola,MS,42441,18500,3,0,0,4,100000208982,www.unfi.com,33.445778,-090.630194,True,,United Natural Foods Inc.
Tony's Fine Foods/UNFI,West Sacramento,CA,49312,24000,3,0,0,4,100000211273,www.tonysfinefoods.com,38.590917,-121.560722,True,,United Natural Foods Inc.
"UNFI Distribution Company, LLC Joliet",Joliet,IL,42441,28000,3,0,0,4,100000205994,www.unfi.com,41.5091667,-088.018056,True,,United Natural Foods Inc.
"United Natural Foods, Inc. - Allentown",Anniston,AL,44511,22900,3,1,0,4,100000198243,www.unfi.com,33.624444,-085.798611,True,,United Natural Foods Inc.
"Osceola Food, LLC",Osceola,IA,311612,71000,3,1,0,14,100000049583,,41.024444,-093.786389,True,,Hormel Foods Corporation
Rochelle Foods L.L.C.,Rochelle,IL,31161,49000,3,3,1,7,100000046096,,41.909377,-089.052438,True,,Hormel Foods Corporation
Hormel Foods Corporation Austin Plant,Austin,MN,31161,140000,3,0,0,9,100000047077,,43.676917,-92.965457,True,,Hormel Foods Corporation
Lloyd's Barbeque Company LLC,Mendota Heights,MN,31199,17000,3,0,0,5,100000193783,1455 Mendota Heights Road,44.866630,-093.170810,True,,Hormel Foods Corporation
Swiss American Sausage Company,Lathrop,CA,31199,16000,3,3,0,4,100000200757,,37.803274,-121.295036,True,,Hormel Foods Corporation
Burke Corporation,Nevada,IA,31199,34000,3,0,0,5,100000201024,,42.008277,-093.438778,True,,Hormel Foods Corporation
"Dan's Prize, Inc - Browerville",Browerville,MN,31199,14000,3,0,0,4,100000202167,https://www.hormelfoods.com/,46.069720,-094.865450,True,,Hormel Foods Corporation
Gordon Food Service Plant City,Plant City,FL,49312,58256,3,0,0,9,100000072565,www.gfs.com,28.003783,-082.110033,True,,Gordon Food Service
Miami Freezer Facility,Miami,FL,49312,10000,3,0,0,3,100000085702,https://gfs.com/en-us/,25.883889,-80.245722,True,,Gordon Food Service
Gordon Food Service-Springfield,Springfield,OH,49311,31780,3,0,0,6,100000126419,,39.90998,-083.716928,True,,Gordon Food Service
Gordon Food Service - Brighton,Brighton,MI,49312,23000,3,0,0,5,100000127301,,42.500139,-083.692500,True,,Gordon Food Service
Gordon Food Service - Shepherdsvile KY,Shepherdsville,KY,42441,50498,3,0,0,5,100000193248,www.gfs.com,37.977330,-085.677890,True,,Gordon Food Service
"Perkins Paper, LLC",Taunton,MA,49312,10603,3,0,0,4,100000205878,,41.931230,-071.125080,True,,Gordon Food Service
Gordon Food Service - Kenosha,Kenosha,WI,49312,32600,3,0,0,4,100000210577,,42.597583,-87.94193,True,,Gordon Food Service
"Hiland Dairy - Springfield, MO",Springfield,MO,311511,42400,3,0,0,6,100000025475,,37.241639,-93.275888,True,,Prairie Farms Dairy
"Prairie Farms Dairy - Olney, IL",Olney,IL,311511,10100,3,0,0,6,100000029319,,38.730366,-088.086899,True,,Prairie Farms Dairy
Muller-Pinehust Dairy,Rockford,IL,311511,13800,3,0,0,6,100000035464,,42.247718,-089.132598,True,,Prairie Farms Dairy
Prairie Farms Dairy - Somerset,Somerset,KY,31151,15300,3,0,0,8,100000109045,www.prairiefarms.com,37.087139,-084.596818,True,,Prairie Farms Dairy
Prairie Farms Dairy- Battle Creek,Battle Creek,MI,31151,15000,3,0,0,5,100000188539,www.prairiefarms.com,42.339973,-085.270981,True,,Prairie Farms Dairy
East Side Jersey Dairy - Orrville,Orrville,OH,31151,16000,3,3,0,4,100000195852,www.prairiefarms.com,40.842015,-081.765064,True,,Prairie Farms Dairy
"Prairie Farms - Hammond, LA",Hammond,LA,31151,14740,3,1,0,4,100000213743,www.prairiefarms.com,30.503208,-90.515824,True,,Prairie Farms Dairy
"DOT Foods, Inc. (Vidalia)",Vidalia,GA,49312,16000,3,0,0,7,100000068035,www.dotfoods.com,32.224835,-082.429695,True,,DOT Foods
"DOT Foods Inc., (Mt. Sterling)",Mount Sterling,IL,49312,28500,3,1,0,18,100000090279,www.dotfoods.com,39.977764,-90.756245,True,,DOT Foods
DOT Foods Inc. (Williamsport),Williamsport,MD,49312,15000,3,0,0,6,100000122128,www.dotfoods.com,39.618911,-077.804245,True,,DOT Foods
"DOT Foods, Inc. (Ardmore)",Ardmore,OK,49312,12000,3,0,0,6,100000196174,www.dotfoods.com,34.138059,-097.135759,True,,DOT Foods
Dot Foods Distribution Center,Modesto,CA,49312,11000,3,0,0,5,100000206421,www.dotfoods.com,37.598847,-120.986015,True,,DOT Foods
"DOT Foods, Inc. (Cambridge City, IN)",Cambridge City,IN,42442,13000,3,0,0,4,100000207082,www.dotfoods.com,39.850846,-85.150802,True,,DOT Foods
"DOT Foods, Inc.",Burley,ID,42441,10000,3,0,0,4,100000208125,www.dotfoods.com,42.517844,-113.811953,True,,DOT Foods
"SFC Global Supply Chain, Inc.",SALINA,KS,49312,9800,3,0,0,6,100000193943,www.schwans.com,38.781104,-97.634580,True,,Schwan's Company
"SFC Global Supply Chain, Inc.",Florence,KY,31141,145000,3,9,1,9,100000123109,http://www.schwans.com,38.973889,-84.634722,True,,Schwan's Company
Convenience/Specialty Food Plant,Marshall,MN,31141,15000,3,0,0,7,100000123644,SchwansCompany.com,44.468395,-095.793379,True,,Schwan's Company
"SCHWAN'S FOOD MANUFACTURING, INC.",PASADENA,TX,31141,45000,3,1,0,9,100000123699,3600 Park 42 Dr.,29.691820,-095.226932,True,,Schwan's Company
"SFC GLOBAL SUPPLY CHAIN, INC.",SALINA,KS,31141,112700,3,8,2,13,100000123724,www.schwanscompany.com,38.783611,-097.635556,True,,Schwan's Company
"SCHWAN'S FOOD MANUFACTURING, INC.",MARSHALL,MN,31141,80000,3,2,1,6,100000124812,SchwansCompany.com,44.466013,-095.790708,True,,Schwan's Company
DG Distribution GA LLC,Atlanta,GA,49312,18000,3,0,0,8,100000028695,,33.684503,-84.324657,True,,Dollar General
Dollar General MO LLC,Berkeley,MO,49312,26000,3,1,0,6,100000038309,,38.766389,-90.340667,True,,Dollar General
"DG Fresh Distribution AL, LLC",Montgomery,AL,49312,45000,3,0,0,5,100000112898,,32.293469,-86.353575,True,,Dollar General
DG West Sacramento Fresh DC,West Sacramento,CA,49312,11300,3,1,0,2,100000123573,,38.563220,-121.564486,True,,Dollar General
DG Distribution IN LLC,Westville,IN,49312,23126,3,0,0,6,100000177275,,41.515312,-86.896866,True,,Dollar General
DG Distribution NC LLC,Clayton,NC,31199,34000,3,0,0,7,100000192294,,35.665863,-78.479451,True,,Dollar General
Saputo Dairy Foods USA,Sulphur Springs,TX,31151,15120,3,2,0,7,100000046201,www.saputo.com,33.1225647,-95.585342,True,,Saputo Inc.
Saputo Cheese USA Inc. - Gustine,Gustine,CA,31199,10584,3,1,0,8,100000046933,,37.256020,-120.996841,True,,Saputo Inc.
Saputo Cheese USA Inc. - Murray,Murray,KY,31151,16000,3,0,0,8,100000048879,www.saputo.com,36.618031,-88.298128,True,,Saputo Inc.
Saputo Cheese USA Inc. - Plant City,Plant City,FL,31151,60000,3,0,0,5,100000108563,www.saputo.com,27.996671,-82.157129,True,,Saputo Inc.
Saputo Cheese USA Inc. - Waupun,Waupun,WI,31151,12950,3,0,0,9,100000143748,www.Saputo.com,43.671141,-088.793811,True,,Saputo Inc.
Saputo Cheese USA Inc.- Frederick,Frederick,MD,31151,12000,3,0,0,4,100000147539,www.saputo.com,39.41265,-77.400883,True,,Saputo Inc.
"Rich Products, Brunswick Plant",Brunswick,GA,311412,38000,3,4,0,13,100000078284,www.rich.com,31.219722,-81.511667,True,,Rich Products
Rich Products Corporation - Hilliard Facility,Hilliard,OH,311813,44000,3,2,0,6,100000092883,www.Richs.com,40.038528,-083.142167,True,,Rich Products
Rich Products Corporation - Brownsville Facility,Brownsville,TX,31141,21500,3,1,0,9,100000161978,www.Richs.com,25.917280,-097.472520,True,,Rich Products
Rich Products Corporation - Murfreesboro Facility,Murfreesboro,TN,311991,35000,3,1,0,8,100000048414,www.richs.com,35.800469,-086.386570,True,,Rich Products
Rich Products Corporation - Fresno Facility,Fresno,CA,31199,25000,3,0,0,10,100000064743,www.Richs.com,36.730995,-119.777740,True,,Rich Products
Taylor 2,Salinas,CA,42248,18000,3,2,0,8,100000143052,taylorfarms.com,36.656639,-121.632611,True,,Taylor Fresh Foods
Taylor Farms California,SALINAS,CA,31199,12000,3,2,1,6,100000174269,www.taylorfarmsfoodservice.com,36.656667,-121.628611,True,,Taylor Fresh Foods
Taylor Farms Retail,San Juan Bautista,CA,115114,27500,3,0,0,7,100000187861,http://www.ebfarm.com,36.873056,-121.55333,True,,Taylor Fresh Foods
Taylor Farms Retail,Yuma,AZ,115114,15000,3,0,0,5,100000204753,www.taylorfarms.com,32.648611,-114.575000,True,,Taylor Fresh Foods
Taylor Farms Retail,Salinas,CA,49312,35000,3,1,0,3,100000214555,www.taylorfarms.com,36.658582,-121.622599,True,,Taylor Fresh Foods
Interstate Warehousing Denver,Denver,CO,49312,15900,3,1,0,7,100000168374,www.tippmanngroup.com,39.823889,-104.869167,True,,Tippmann Group
Interstate Warehousing Cincinnati,Hamilton,OH,49312,12100,3,0,0,7,100000185239,www.tippmanngroup.com,39.335833,-084.505000,True,,Tippmann Group
Interstate Warehousing Newport News,Newport News,VA,49312,14700,3,0,0,7,100000185293,,37.177222,-076.589444,True,,Tippmann Group
Interstate Warehousing Joliet,Joliet,IL,49312,11300,3,0,0,5,100000188655,www.tippmanngroup.com,41.515170,-088.142380,True,,Tippmann Group
Interstate Warehousing Murfreesboro,Murfreesboro,TN,49312,15000,3,0,0,6,100000194951,,35.775900,-086.384600,True,,Tippmann Group
"ALDI, Inc",Center Valley,PA,49312,13000,3,0,0,7,100000053096,www.aldi.us,40.554067,-075.399883,True,,ALDI US
Aldi Incorporated Springfield Division Warehouse,Springfield,OH,49312,13000,3,1,0,8,100000141125,,39.903611,-083.725278,True,,ALDI US
"Aldi, Incorporated",O'Fallon,MO,45291,13000,3,0,0,4,100000197208,www.aldi.us,38.810000,-090.654722,True,,ALDI US
"ALDI, Inc.",Jefferson,GA,49312,10300,3,0,0,3,100000213949,,34.18355,-83.58348,True,,ALDI US
ALDI Inc. - Tully Facility,Tully,NY,44511,13000,3,0,0,4,100000198957,,42.785500,-076.118100,True,,ALDI US
"Publix Super Markets, Inc.-Lakeland Facility",Lakeland,FL,311511,138000,3,0,0,42,100000044436,www.publix.com,28.038818,-082.006926,True,,Publix Super Markets
"Publix Super Markets,Inc.-Deerfield Beach Facility",Deerfield,FL,311511,200000,3,0,0,6,100000044542,www.publix.com,26.309013,-080.124144,True,,Publix Super Markets
"Publix Super Markets, Inc.-Jacksonville Warehouse",Jacksonville,FL,49312,80000,3,0,0,7,100000044604,www.publix.com,30.313686,-081.821747,True,,Publix Super Markets
"Publix Super Markets, Inc.-Dacula Facility",Dacula,GA,49312,131400,3,0,0,16,100000045346,www.publix.com,33.990876,-083.939785,True,,Publix Super Markets
Nestle Prepared Foods Company,Streetsboro,OH,49312,38020,3,0,0,8,100000162165,,41.244806,-081.377944,True,,Nestlé USA (Stouffer)
Nestle Prepared Foods Company,Gaffney,SC,49312,55000,3,0,0,7,100000176631,,35.050278,-81.685722,True,,Nestlé USA (Stouffer)
Nestle Prepared Foods Company,Jonesboro,AR,49312,30000,3,1,0,7,100000181536,,35.819569,-090.576883,True,,Nestlé USA (Stouffer)
Nestle Prepared Food Company,Gaffney,SC,31141,301831,3,3,1,7,100000046639,,35.055744,-081.686003,True,,Nestlé USA (Stouffer)
Cargill Meat Solutions,Mt. Crawford,VA,49312,60000,3,0,0,8,100000130306,www.cargill.com,38.37625,-78.9347,True,,"Cargill, Inc."
Cargill Meat Solutions,Dodge City,KS,31161,130000,3,3,0,13,100000091839,www.cargill.com,37.736454,-99.955897,True,,"Cargill, Inc."
Cargill Meat Solutions Corporation,Marshall,MO,31161,85000,3,0,0,7,100000100507,www.cargill.com,39.118300,-093.247500,True,,"Cargill, Inc."
Cargill Meat Solutions Corporation - Wyalusing,Wyalusing,PA,31161,42000,3,1,0,27,100000108689,,41.683889,-76.240833,True,,"Cargill, Inc."
Nestle Pizza Division,Little Chute,WI,31141,90000,3,0,0,8,100000031262,,44.285833,-088.323889,True,,Nestlé USA
Nestle Prepared Foods,Mt. Sterling,KY,31141,101700,3,3,0,8,100000127329,www.nestle.com,38.092778,-83.901389,True,,Nestlé USA
"Nestle Professional, L.J. Minor Factory",Cleveland,OH,311423,12000,3,0,0,9,100000076883,www.nestle.com,41.475461,-81.699081,True,,Nestlé USA
"Nestle Professional - Trenton, MO",Trenton,MO,31199,16000,3,0,0,7,100000169596,,40.079999,-093.609794,True,,Nestlé USA
Ocean Breeze Cooling,Oxnard,CA,49312,12000,3,0,0,7,100000121968,,34.190833,-119.172778,True,,Western Precooling Systems
Western Precooling Systems - Yuma Shop,Yuma,AZ,49312,85000,3,0,0,6,100000122119,,32.680991,-114.563418,True,,Western Precooling Systems
Cal West Cooling,Oxnard,CA,49312,12500,3,0,0,8,100000124581,,34.193201,-119.173486,True,,Western Precooling Systems
Western Precooling Systems-Commercial Cooler,Oxnard,CA,49312,13000,3,0,0,6,100000182125,,34.190480,-119.171060,True,,Western Precooling Systems
SFI - Logan Plant and UDC,Logan,UT,311513,26688,3,0,0,23,100000066484,,41.4451,-111.51318,True,,Schreiber Foods
SFI - Shippensburg Plant,Shippensburg,PA,311513,15581,3,1,0,14,100000183071,,40.045914,-077.510233,True,,Schreiber Foods
Schreiber Foods - Fairview Facility,Carthage,MO,311513,60000,3,0,0,5,100000194933,,37.152911,-094.326686,True,,Schreiber Foods
SFI- Richland Center West,Richland Center,WI,31151,20000,3,1,1,12,100000093864,,43.1939,-090.2259,True,,Schreiber Foods
Americold - Mobile,Mobile,AL,49312,13000,3,1,0,7,100000029355,americold.com,30.642633,-088.081511,True,,Art Al Holding
Americold Pendergrass,Pendergrass,GA,49312,40000,3,0,0,8,100000054451,,34.158889,-083.672222,True,,Art Al Holding
Americold - Cartersville,Cartersville,GA,49312,40000,3,0,0,7,100000089726,,34.232425,-084.791211,True,,Art Al Holding
"Americold Logistics - Plant City, Frontage",Plant City,FL,49312,9550,3,1,0,8,100000133367,,28.038011,-082.124270,True,,Art Al Holding
SARSC Combo Warehouse,San Antonio,TX,49312,18000,3,0,0,6,100000124714,,29.425000,-098.401336,True,,H E Butt Grocery
SARSC Milk Plant,San Antonio,TX,311511,36828,3,1,0,7,100000124956,HEB.com,29.476111,-098.400000,True,,H E Butt Grocery
HRSC Milk Plant,Houston,TX,311511,18000,3,0,0,6,100000124965,HEB.com,29.831944,-095.541111,True,,H E Butt Grocery
San Antonio Retail Support Center South,San Antonio,TX,49312,9000,3,0,0,6,100000176926,www.heb.com,29.473611,-098.400556,True,,H E Butt Grocery
SpartanNash,Grand Rapids,MI,49312,30000,3,0,0,6,100000060097,www.spartannash.com,42.820995,-085.689407,True,,SpartanNash
"Nash Finch Company - Lumberton, NC Division",Lumberton,NC,42241,15000,3,1,0,6,100000177961,www.spartannash.com,34.659053,-079.107658,True,,SpartanNash
SpartanNash - Severn Distribution Center,Severn,MD,49312,14077,3,0,0,9,100000181297,"500, Macy Dr",39.121082,-076.691991,True,,SpartanNash
SpartanNash Company - Lima Facility,Lima,OH,42441,12555,3,0,0,5,100000210791,www.spartannash.com,40.760900,-084.0822,True,,SpartanNash
"Frozen Vegetables - Beaver Dam, WI",Beaver Dam,WI,49312,30000,3,0,0,6,100000003113,,43.479154,-088.830402,True,,Conagra Foods Packaged Foods
"Indianapolis, Indiana Table Spreads",Indianapolis,IN,311225,36000,3,1,0,7,100000020693,,39.869018,-086.234588,True,,Conagra Foods Packaged Foods
"Jackson, TN - Frozen Foods",Jackson,TN,31141,100000,3,2,0,8,100000051613,,35.635374,-088.777504,True,,Conagra Foods Packaged Foods
"McCain Foods USA, Inc., Othello, Washington",Othello,WA,31141,37200,3,1,0,8,100000032485,,46.837246,-119.173621,True,,McCain Foods
"McCain Foods USA, Inc., Rice Lake, Wisconsin",Rice Lake,WI,31141,29000,3,3,0,6,100000040813,www.mccain.com,45.487809,-91.737359,True,,McCain Foods
"McCain Foods USA, Inc., Burley, Idaho",Burley,ID,31141,90000,3,0,0,16,100000102444,,42.533889,-113.844444,True,,McCain Foods
Target Food Distribution Center T3881,Upper Marlboro,MD,49312,32000,3,0,0,7,100000062567,www.target.com,38.866108,-076.728814,True,,Target
Target Food Distribution Center T3892,Lake City,FL,49312,52000,3,0,0,4,100000202372,www.target.com,30.233674,-082.634966,True,,Target
Target FDC T3895,Cedar Falls,IA,49312,38760,3,1,0,7,100000204815,www.target.com,42.477577,-092.472479,True,,Target
Meijer DC88,Newport,MI,49312,25000,3,0,0,11,100000005512,,41.991583,-083.320694,True,,Meijer Distribution
Meijer Tipp City Distribution Complex,Tipp City,OH,49312,54000,3,0,0,11,100000005558,,39.977103,-084.205853,True,,Meijer Distribution
Meijer Distribution Pleasant Prairie,Pleasant Prairie,WI,49312,30000,3,0,0,7,100000037211,,42.537500,-087.895833,True,,Meijer Distribution
Ben E. Keith Foods,Fort Worth,TX,49312,35000,3,1,0,5,100000190401,www.benekeith.com,32.638333,-097.315000,True,,Ben E Keith
Ben E. Keith Co.,Edmond,OK,49312,35000,3,0,0,4,100000193275,benekeith.com,35.614310,-097.511560,True,,Ben E Keith
Ben E. Keith Foods - Amarillo,Amarillo,TX,311991,22775,3,0,0,5,100000199288,www.benekeith.com,35.2352616,-101.739320,True,,Ben E Keith
Sunview Cold Storage Earlimart Facility,Earlimart,CA,49312,18682,3,0,0,7,100000055147,,35.886482,-119.274523,True,,Sunview Cold Storage
Sunview Cold Storage Peterson North Facility,McFarland,CA,49312,51050,3,0,0,10,100000055272,,35.704102,-119.228992,True,,Sunview Cold Storage
Sunview Cold Storage Peterson South Facility,McFarland,CA,49312,18609,3,0,0,6,100000187166,,35.701465,-119.226611,True,,Sunview Cold Storage
Long Prairie Packing Company,Long Prairie,MN,31161,15000,3,1,0,10,100000042704,,45.976939,-94.866879,True,,American Foods Group
"Green Bay Dressed Beef, LLC",Green Bay,WI,311611,39000,3,2,0,9,100000052863,,44.510761,-087.981187,True,,American Foods Group
Cimpl Meats,Yankton,SD,311611,34000,3,1,0,7,100000138629,,42.875636,-097.378376,True,,American Foods Group
"BJ's Distribution - Orlando, FL",Orlando,FL,49312,31450,3,0,0,6,100000176356,www.bjs.com,28.408308,-081.361386,True,,BJs Wholesale Club
"BJ's Distribution - Elkton, MD",Elkton,MD,49312,22000,3,0,0,5,100000189967,www.bjs.com,39.653233,-075.805361,True,,BJs Wholesale Club
"BJ's Distribution - Rocky Hill, CT",Rocky Hill,CT,49312,28600,3,0,0,4,100000203086,www.bjs.com,41.640945,-72.666524,True,,BJs Wholesale Club
"Ambassador Services, Inc.",Cape Canaveral,FL,49312,12000,3,0,0,6,100000010267,www.Enstructure.com,28.407500,-080.605667,True,,Enstructure
Seaonus Cold Storage,Jacksonville,FL,49312,50000,3,0,0,6,100000018009,www.seaonus.com,30.345472,-081.708756,True,,Enstructure
Seaonus Refrigerated Services - Mobile,Mobile,AL,49312,18000,3,0,0,5,100000184025,www.seaonus.com,30.704893,-088.040480,True,,Enstructure
Chelan Facility,Chelan,WA,49312,28000,3,1,0,8,100000147833,,47.494252,-119.85971,True,,Chelan Fruit Cooperative
Brewster Facility,Brewster,WA,49312,23215,3,0,0,7,100000180118,,48.061474,-119.465874,True,,Chelan Fruit Cooperative
Okanogan Facility,Okanogan,WA,49312,23827,3,0,0,6,100000180127,,48.213760,-119.344125,True,,Chelan Fruit Cooperative
WinCo Foods Woodburn Distribution Center #92,Woodburn,OR,42241,20000,3,0,0,7,100000166508,www.wincofoods.com,45.146778,-122.888000,True,,WinCo Foods
WinCo Foods LLC,Modesto,CA,49312,32500,3,0,0,7,100000185701,www.wincofoods.com,37.574730,-120.987436,True,,WinCo Foods
WinCo Foods Boise Distribution Center DC91,Boise,ID,49312,22000,3,0,0,4,100000208795,www.wincofoods.com,43.518790,-116.154620,True,,WinCo Foods
"SFC Global Supply Chain, Inc.",Suwanee,GA,49312,19000,3,0,0,7,100000162236,,34.030732,-084.041577,True,,SFC Global Supply Chain
"SFC Global Supply Chain, Inc.",DEER PARK,TX,31141,12000,3,2,0,7,100000123797,www.schwans.com,29.706707,-095.136935,True,,SFC Global Supply Chain
"Better Baked Foods of Erie, LLC",Erie,PA,31141,40000,3,0,0,9,100000155734,https://www.schwanscompany.com/brands-and-businesses/global-supply-chain.htm,42.120843,-80.021081,True,,SFC Global Supply Chain
Penske Logistics - Shelbyville,Shelbyville,IN,49312,37500,3,0,0,7,100000028971,www.penskelogistics.com,39.588389,-085.806556,True,,Penske Logistics
Penske Logistics - Union City,Union City,CA,49312,12623,3,3,0,10,100000054406,www.gopenske.com,37.595052,-122.042918,True,,Penske Logistics
Penske Logistics,Groveport,OH,49312,20000,3,0,0,4,100000211255,,39.84044,-82.93274,True,,Penske Logistics
"UNFI Distribution Company, LLC - Champaign DC",Urbana,IL,49312,30000,3,0,0,8,100000047095,www.unfi.com,40.140012,-088.221817,True,,UNFI
UNFI Distribution Company LLC - Fort Wayne,Fort Wayne,IN,49312,21000,3,0,0,12,100000078943,www.unfi.com,41.124793,-085.168048,True,,UNFI
UNFI - Green Bay Warehouse,Green Bay,WI,49312,18000,3,0,0,6,100000170334,www.supervalu.com,44.492500,-088.040833,True,,UNFI
"California Dairies, Inc.",Fresno,CA,311512,11300,3,0,0,8,100000067143,,36.727379,-119.793038,True,,California Dairies
"California Dairies, Inc. Turlock South",Turlock,CA,31151,16600,3,0,0,6,100000164314,,37.491767,-120.887184,True,,California Dairies
"California Dairies, Inc. Visalia",Visalia,CA,31151,39000,3,0,0,5,100000200828,,36.343078,-119.392772,True,,California Dairies
McLane Distribution MidWest,Danville,IL,42241,15950,3,0,0,7,100000133287,,40.131203,-87.547382,True,,McLane
McLane Distribution Southwest,Temple,TX,42241,37776,3,0,0,7,100000133349,,31.1344385,-97.361172,True,,McLane
McLane Distribution SunEast,Kissimmee,FL,42241,12900,3,0,0,6,100000134277,,28.250024,-81.489453,True,,McLane
Shamrock Foods Arizona Distribution Center,Phoenix,AZ,49312,36190,3,4,0,12,100000043106,,33.476610,-112.121979,True,,Shamrock Foods
Shamrock Foods Company - Albuquerque,Albuquerque,NM,49312,15000,3,0,0,5,100000199082,,35.071997,-106.794437,True,,Shamrock Foods
Dairy Maid,PHOENIX,AZ,31193,13500,3,0,0,3,100000212478,,33.575454,-112.101641,True,,Shamrock Foods
Sun Pacific Lerdo Highway Cold Storage,Bakersfield,CA,49312,21000,3,0,0,6,100000049887,,35.500244,-119.145465,True,,Sun Pacific
Sun Pacific Tulare,Tulare,CA,49313,25150,3,1,0,11,100000129461,,36.239014,-119.280113,True,,Sun Pacific
Sun Pacific Maricopa Packing House,Bakersfield,CA,49312,15900,3,0,0,13,100000184579,,35.068679,-119.129605,True,,Sun Pacific
KOCH FOODS FRANKLIN PARK,Franklin Park,IL,49312,15000,3,0,0,9,100000182651,,41.916776,-087.864620,True,,Koch Foods
"Koch Foods, Inc.  (Distribution Center)",Morton,MS,49312,32000,3,0,0,4,100000193587,,32.313833,-089.662361,True,,Koch Foods
Koch Foods - Chattanooga,Chattanooga,TN,311615,11000,3,0,0,6,100000193827,,35.032121,-085.305283,True,,Koch Foods
"North Country Dairy, LLC",North Lawrence,NY,311513,18000,3,2,0,9,100000036294,,44.804142,-074.675128,True,,Upstate Niagara Cooperative
"Upstate Niagara Cooperative, Inc.",Buffalo,NY,31151,16685,3,0,0,6,100000179228,www.upstateniagara.com,42.905604,-78.773791,True,,Upstate Niagara Cooperative
"Upstate Niagara Cooperative, Inc. Culture Facility",West Seneca,NY,31151,16000,3,0,0,6,100000193872,www.upstateniagara.com,42.843678,-078.7311,True,,Upstate Niagara Cooperative
Fieldale Farms Cornelia Complex,Cornelia,GA,311615,12950,3,0,0,9,100000096754,www.fieldalefarms.com,34.508170,-083.535980,True,,Fieldale Farms
Fieldale Farms Further Processing,Gainesville,GA,311615,19800,3,2,0,9,100000097067,,34.286110,-083.800095,True,,Fieldale Farms
Fieldale Farms Murrayville Complex,Murrayville,GA,311615,17400,3,0,0,9,100000097227,,34.411249,-083.901512,True,,Fieldale Farms
ADUSA Distribution LLC-DC59 Chester,Chester,NY,49312,19923,3,0,0,8,100000178657,,41.346643,-074.285493,True,,ADUSA Distribution
Food Lion Distribution Center DC20,Disputanta,VA,49312,14040,3,0,0,5,100000183883,,37.161861,-077.284389,True,,ADUSA Distribution
Food Lion Distribution Center # 30,Elloree,SC,42441,12840,3,0,0,5,100000188496,www.foodlion.com,33.527330,-080.568820,True,,ADUSA Distribution
Stemilt Growers Miller Street Facility,Wenatchee,WA,49312,18000,3,1,0,8,100000007798,stemilt.com,47.445278,-120.324167,True,,Stemilt Growers
Euclid Ave. Plant,Wenatchee,WA,115114,13167,3,0,0,6,100000203497,,47.4676,-120.322,True,,Stemilt Growers
Ward St. North CA,East Wenatchee,WA,49312,12300,3,0,0,5,100000205244,Stemilt.com,47.2419,-120.1053,True,,Stemilt Growers
"Sister Schubert's Homemade Rolls, Inc.",Luverne,AL,49312,16609,3,0,0,5,100000184454,,31.734140,-086.282300,True,,T Marzetti
"Sister Schubert's Homemade Rolls, Inc.",Horse Cave,KY,49312,13000,3,0,0,7,100000199322,,37.160555,-085.916072,True,,T Marzetti
"Marzetti Frozen Pasta, Inc.",Altoona,IA,31141,11000,3,1,0,6,100000174759,,41.645472,-093.472944,True,,T Marzetti
"Associated Wholesale Grocers, Inc",Goodlettsville,TN,49312,5000,3,2,0,12,100000041126,www.awginc.com,36.320000,-086.704722,True,,Associated Wholesale Grocers
"Associated Wholesale Grocers, Inc.",Springfield,MO,49312,13000,3,0,0,8,100000093347,,37.225998,-093.229629,True,,Associated Wholesale Grocers
"Associated Wholesale Grocers, Inc.",Kansas City,KS,49312,12500,3,2,0,19,100000110649,5000 Kansas Ave.,39.091222,-094.691417,True,,Associated Wholesale Grocers
"The Pictsweet Company - Brownsville, TN Warehouse",Brownsville,TN,42241,15000,3,0,0,6,100000174731,,35.551870,-089.240626,True,,Pictsweet Farms
The Pictsweet Company,Monte Alto,TX,31141,180000,3,0,0,6,100000081449,,26.376430,-097.968790,True,,Pictsweet Farms
